id,city,type,name,desc,link,put,put_link
399,Bayamo,plane,Bayamo International Airport,Main airport connecting Bayamo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
400,Bayamo,bus,Bayamo Central Bus Terminal,Intercity bus terminal with connections across Cuba,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
401,Cienfuegos,plane,Cienfuegos International Airport,Main airport connecting Cienfuegos to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
402,Cienfuegos,bus,Cienfuegos Central Bus Terminal,Intercity bus terminal with connections across Cuba,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
403,Habana,plane,Habana International Airport,Main airport connecting Habana to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
404,Habana,bus,Habana Central Bus Terminal,Intercity bus terminal with connections across Cuba,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
405,Willemstad,plane,Willemstad International Airport,Main airport connecting Willemstad to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
406,Willemstad,bus,Willemstad Central Bus Terminal,Intercity bus terminal with connections across Curaçao,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
407,Nicosia,plane,Nicosia International Airport,Main airport connecting Nicosia to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
408,Nicosia,bus,Nicosia Central Bus Terminal,Intercity bus terminal with connections across Cyprus,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
409,Agia Anna,plane,Agia Anna International Airport,Main airport connecting Agia Anna to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
410,Agia Anna,bus,Agia Anna Central Bus Terminal,Intercity bus terminal with connections across Cyprus,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
411,Aradippou,plane,Aradippou International Airport,Main airport connecting Aradippou to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
412,Aradippou,bus,Aradippou Central Bus Terminal,Intercity bus terminal with connections across Cyprus,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
413,Ayia Marina,plane,Ayia Marina International Airport,Main airport connecting Ayia Marina to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
414,Ayia Marina,bus,Ayia Marina Central Bus Terminal,Intercity bus terminal with connections across Cyprus,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
415,Prague,plane,Prague International Airport,Main airport connecting Prague to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
416,Prague,bus,Prague Central Bus Terminal,Intercity bus terminal with connections across Czechia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
417,Kinshasa,plane,Kinshasa International Airport,Main airport connecting Kinshasa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
418,Kinshasa,bus,Kinshasa Central Bus Terminal,Intercity bus terminal with connections across DR Congo,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
419,Copenhagen,plane,Copenhagen International Airport,Main airport connecting Copenhagen to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
420,Copenhagen,bus,Copenhagen Central Bus Terminal,Intercity bus terminal with connections across Denmark,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
421,Aabenraa,plane,Aabenraa International Airport,Main airport connecting Aabenraa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
422,Aabenraa,bus,Aabenraa Central Bus Terminal,Intercity bus terminal with connections across Denmark,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
423,Aabybro,plane,Aabybro International Airport,Main airport connecting Aabybro to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
424,Aabybro,bus,Aabybro Central Bus Terminal,Intercity bus terminal with connections across Denmark,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
425,Aalborg,plane,Aalborg International Airport,Main airport connecting Aalborg to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
426,Aalborg,bus,Aalborg Central Bus Terminal,Intercity bus terminal with connections across Denmark,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
427,Djibouti,plane,Djibouti International Airport,Main airport connecting Djibouti to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
428,Djibouti,bus,Djibouti Central Bus Terminal,Intercity bus terminal with connections across Djibouti,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
429,Ali Sabih,plane,Ali Sabih International Airport,Main airport connecting Ali Sabih to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
430,Ali Sabih,bus,Ali Sabih Central Bus Terminal,Intercity bus terminal with connections across Djibouti,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
431,Dikhil,plane,Dikhil International Airport,Main airport connecting Dikhil to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
432,Dikhil,bus,Dikhil Central Bus Terminal,Intercity bus terminal with connections across Djibouti,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
433,Obock,plane,Obock International Airport,Main airport connecting Obock to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
434,Obock,bus,Obock Central Bus Terminal,Intercity bus terminal with connections across Djibouti,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
435,Roseau,plane,Roseau International Airport,Main airport connecting Roseau to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
436,Roseau,bus,Roseau Central Bus Terminal,Intercity bus terminal with connections across Dominica,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
437,Saint Andrew,plane,Saint Andrew International Airport,Main airport connecting Saint Andrew to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
438,Saint Andrew,bus,Saint Andrew Central Bus Terminal,Intercity bus terminal with connections across Dominica,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
439,Saint David,plane,Saint David International Airport,Main airport connecting Saint David to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
440,Saint David,bus,Saint David Central Bus Terminal,Intercity bus terminal with connections across Dominica,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
441,Saint George,plane,Saint George International Airport,Main airport connecting Saint George to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
442,Saint George,bus,Saint George Central Bus Terminal,Intercity bus terminal with connections across Dominica,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
443,Santo Domingo,plane,Santo Domingo International Airport,Main airport connecting Santo Domingo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
444,Santo Domingo,bus,Santo Domingo Central Bus Terminal,Intercity bus terminal with connections across Dominican Republic,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
445,Arenazo,plane,Arenazo International Airport,Main airport connecting Arenazo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
446,Arenazo,bus,Arenazo Central Bus Terminal,Intercity bus terminal with connections across Dominican Republic,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
447,Bavaro,plane,Bavaro International Airport,Main airport connecting Bavaro to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
448,Bavaro,bus,Bavaro Central Bus Terminal,Intercity bus terminal with connections across Dominican Republic,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
449,Boca Chica,plane,Boca Chica International Airport,Main airport connecting Boca Chica to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
450,Boca Chica,bus,Boca Chica Central Bus Terminal,Intercity bus terminal with connections across Dominican Republic,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
451,Quito,plane,Quito International Airport,Main airport connecting Quito to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
452,Quito,bus,Quito Central Bus Terminal,Intercity bus terminal with connections across Ecuador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
453,Ambato,plane,Ambato International Airport,Main airport connecting Ambato to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
454,Ambato,bus,Ambato Central Bus Terminal,Intercity bus terminal with connections across Ecuador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
455,Atacames,plane,Atacames International Airport,Main airport connecting Atacames to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
456,Atacames,bus,Atacames Central Bus Terminal,Intercity bus terminal with connections across Ecuador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
457,Atuntaqui,plane,Atuntaqui International Airport,Main airport connecting Atuntaqui to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
458,Atuntaqui,bus,Atuntaqui Central Bus Terminal,Intercity bus terminal with connections across Ecuador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
459,Cairo,plane,Cairo International Airport,Main airport connecting Cairo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
460,Cairo,bus,Cairo Central Bus Terminal,Intercity bus terminal with connections across Egypt,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
461,Alexandria,plane,Alexandria International Airport,Main airport connecting Alexandria to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
462,Alexandria,bus,Alexandria Central Bus Terminal,Intercity bus terminal with connections across Egypt,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
463,Luxor,plane,Luxor International Airport,Main airport connecting Luxor to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
464,Luxor,bus,Luxor Central Bus Terminal,Intercity bus terminal with connections across Egypt,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
465,San Salvador,plane,San Salvador International Airport,Main airport connecting San Salvador to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
466,San Salvador,bus,San Salvador Central Bus Terminal,Intercity bus terminal with connections across El Salvador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
467,Ahuachapan,plane,Ahuachapan International Airport,Main airport connecting Ahuachapan to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
468,Ahuachapan,bus,Ahuachapan Central Bus Terminal,Intercity bus terminal with connections across El Salvador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
469,Antiguo Cuscatlan,plane,Antiguo Cuscatlan International Airport,Main airport connecting Antiguo Cuscatlan to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
470,Antiguo Cuscatlan,bus,Antiguo Cuscatlan Central Bus Terminal,Intercity bus terminal with connections across El Salvador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
471,Apaneca,plane,Apaneca International Airport,Main airport connecting Apaneca to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
472,Apaneca,bus,Apaneca Central Bus Terminal,Intercity bus terminal with connections across El Salvador,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
473,Malabo,plane,Malabo International Airport,Main airport connecting Malabo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
474,Malabo,bus,Malabo Central Bus Terminal,Intercity bus terminal with connections across Equatorial Guinea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
475,Annobon,plane,Annobon International Airport,Main airport connecting Annobon to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
476,Annobon,bus,Annobon Central Bus Terminal,Intercity bus terminal with connections across Equatorial Guinea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
477,Bioko Norte,plane,Bioko Norte International Airport,Main airport connecting Bioko Norte to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
478,Bioko Norte,bus,Bioko Norte Central Bus Terminal,Intercity bus terminal with connections across Equatorial Guinea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
479,Bioko Sur,plane,Bioko Sur International Airport,Main airport connecting Bioko Sur to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
480,Bioko Sur,bus,Bioko Sur Central Bus Terminal,Intercity bus terminal with connections across Equatorial Guinea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
481,Asmara,plane,Asmara International Airport,Main airport connecting Asmara to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
482,Asmara,bus,Asmara Central Bus Terminal,Intercity bus terminal with connections across Eritrea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
483,Anseba,plane,Anseba International Airport,Main airport connecting Anseba to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
484,Anseba,bus,Anseba Central Bus Terminal,Intercity bus terminal with connections across Eritrea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
485,Debub,plane,Debub International Airport,Main airport connecting Debub to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
486,Debub,bus,Debub Central Bus Terminal,Intercity bus terminal with connections across Eritrea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
487,Debubawi K'eyih Bahri,plane,Debubawi K'eyih Bahri International Airport,Main airport connecting Debubawi K'eyih Bahri to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
488,Debubawi K'eyih Bahri,bus,Debubawi K'eyih Bahri Central Bus Terminal,Intercity bus terminal with connections across Eritrea,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
489,Tallinn,plane,Tallinn International Airport,Main airport connecting Tallinn to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
490,Tallinn,bus,Tallinn Central Bus Terminal,Intercity bus terminal with connections across Estonia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
491,Aasmae,plane,Aasmae International Airport,Main airport connecting Aasmae to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
492,Aasmae,bus,Aasmae Central Bus Terminal,Intercity bus terminal with connections across Estonia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
493,Aaviku,plane,Aaviku International Airport,Main airport connecting Aaviku to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
494,Aaviku,bus,Aaviku Central Bus Terminal,Intercity bus terminal with connections across Estonia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
495,Aespa,plane,Aespa International Airport,Main airport connecting Aespa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
496,Aespa,bus,Aespa Central Bus Terminal,Intercity bus terminal with connections across Estonia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
497,Lobamba,plane,Lobamba International Airport,Main airport connecting Lobamba to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
498,Lobamba,bus,Lobamba Central Bus Terminal,Intercity bus terminal with connections across Eswatini,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
499,Addis Ababa,plane,Addis Ababa International Airport,Main airport connecting Addis Ababa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
500,Addis Ababa,bus,Addis Ababa Central Bus Terminal,Intercity bus terminal with connections across Ethiopia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
501,Afar,plane,Afar International Airport,Main airport connecting Afar to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
502,Afar,bus,Afar Central Bus Terminal,Intercity bus terminal with connections across Ethiopia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
503,Amhara,plane,Amhara International Airport,Main airport connecting Amhara to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
504,Amhara,bus,Amhara Central Bus Terminal,Intercity bus terminal with connections across Ethiopia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
505,Binshangul Gumuz,plane,Binshangul Gumuz International Airport,Main airport connecting Binshangul Gumuz to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
506,Binshangul Gumuz,bus,Binshangul Gumuz Central Bus Terminal,Intercity bus terminal with connections across Ethiopia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
507,Stanley,plane,Stanley International Airport,Main airport connecting Stanley to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
508,Stanley,bus,Stanley Central Bus Terminal,Intercity bus terminal with connections across Falkland Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
509,Ajax Bay,plane,Ajax Bay International Airport,Main airport connecting Ajax Bay to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
510,Ajax Bay,bus,Ajax Bay Central Bus Terminal,Intercity bus terminal with connections across Falkland Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
511,Beaver Settlement,plane,Beaver Settlement International Airport,Main airport connecting Beaver Settlement to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
512,Beaver Settlement,bus,Beaver Settlement Central Bus Terminal,Intercity bus terminal with connections across Falkland Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
513,Bluff Cove Settlement,plane,Bluff Cove Settlement International Airport,Main airport connecting Bluff Cove Settlement to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
514,Bluff Cove Settlement,bus,Bluff Cove Settlement Central Bus Terminal,Intercity bus terminal with connections across Falkland Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
515,Tórshavn,plane,Tórshavn International Airport,Main airport connecting Tórshavn to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
516,Tórshavn,bus,Tórshavn Central Bus Terminal,Intercity bus terminal with connections across Faroe Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
517,Argir,plane,Argir International Airport,Main airport connecting Argir to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
518,Argir,bus,Argir Central Bus Terminal,Intercity bus terminal with connections across Faroe Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
519,Glyvrar,plane,Glyvrar International Airport,Main airport connecting Glyvrar to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
520,Glyvrar,bus,Glyvrar Central Bus Terminal,Intercity bus terminal with connections across Faroe Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
521,Hvalba,plane,Hvalba International Airport,Main airport connecting Hvalba to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
522,Hvalba,bus,Hvalba Central Bus Terminal,Intercity bus terminal with connections across Faroe Islands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
523,Suva,plane,Suva International Airport,Main airport connecting Suva to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
524,Suva,bus,Suva Central Bus Terminal,Intercity bus terminal with connections across Fiji,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
525,Central (Suva),plane,Central (Suva) International Airport,Main airport connecting Central (Suva) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
526,Central (Suva),bus,Central (Suva) Central Bus Terminal,Intercity bus terminal with connections across Fiji,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
527,Eastern (Levuka),plane,Eastern (Levuka) International Airport,Main airport connecting Eastern (Levuka) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
528,Eastern (Levuka),bus,Eastern (Levuka) Central Bus Terminal,Intercity bus terminal with connections across Fiji,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
529,Northern (Labasa),plane,Northern (Labasa) International Airport,Main airport connecting Northern (Labasa) to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
530,Northern (Labasa),bus,Northern (Labasa) Central Bus Terminal,Intercity bus terminal with connections across Fiji,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
531,Helsinki,plane,Helsinki International Airport,Main airport connecting Helsinki to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
532,Helsinki,bus,Helsinki Central Bus Terminal,Intercity bus terminal with connections across Finland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
533,Aapajoki,plane,Aapajoki International Airport,Main airport connecting Aapajoki to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
534,Aapajoki,bus,Aapajoki Central Bus Terminal,Intercity bus terminal with connections across Finland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
535,Aavasaksa,plane,Aavasaksa International Airport,Main airport connecting Aavasaksa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
536,Aavasaksa,bus,Aavasaksa Central Bus Terminal,Intercity bus terminal with connections across Finland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
537,Aitoo,plane,Aitoo International Airport,Main airport connecting Aitoo to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
538,Aitoo,bus,Aitoo Central Bus Terminal,Intercity bus terminal with connections across Finland,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
539,Paris,plane,Charles de Gaulle Airport (CDG),Primary international airport,https://www.skyscanner.com,Take RER B train directly to Gare du Nord / Chatelet.,https://www.ratp.fr
540,Paris,plane,Orly Airport (ORY),Secondary airport close to city center,https://www.skyscanner.com,Take Orlyval train to RER B or Metro line 14.,https://www.ratp.fr
541,Paris,train,Gare du Nord,Major railway hub for Eurostar and TGV trains,https://www.trainline.com,Connected to Metro lines 4 and 5.,
542,Nice,plane,Nice International Airport,Main airport connecting Nice to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
543,Nice,bus,Nice Central Bus Terminal,Intercity bus terminal with connections across France,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
544,Lyon,plane,Lyon International Airport,Main airport connecting Lyon to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
545,Lyon,bus,Lyon Central Bus Terminal,Intercity bus terminal with connections across France,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
546,Marseille,plane,Marseille International Airport,Main airport connecting Marseille to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
547,Marseille,bus,Marseille Central Bus Terminal,Intercity bus terminal with connections across France,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
548,Bordeaux,plane,Bordeaux International Airport,Main airport connecting Bordeaux to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
549,Bordeaux,bus,Bordeaux Central Bus Terminal,Intercity bus terminal with connections across France,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
550,Cayenne,plane,Cayenne International Airport,Main airport connecting Cayenne to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
551,Cayenne,bus,Cayenne Central Bus Terminal,Intercity bus terminal with connections across French Guiana,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
552,Papeetē,plane,Papeetē International Airport,Main airport connecting Papeetē to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
553,Papeetē,bus,Papeetē Central Bus Terminal,Intercity bus terminal with connections across French Polynesia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
554,Arue,plane,Arue International Airport,Main airport connecting Arue to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
555,Arue,bus,Arue Central Bus Terminal,Intercity bus terminal with connections across French Polynesia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
556,Faaa,plane,Faaa International Airport,Main airport connecting Faaa to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
557,Faaa,bus,Faaa Central Bus Terminal,Intercity bus terminal with connections across French Polynesia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
558,Mahina,plane,Mahina International Airport,Main airport connecting Mahina to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
559,Mahina,bus,Mahina Central Bus Terminal,Intercity bus terminal with connections across French Polynesia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
560,Port-aux-Français,plane,Port-aux-Français International Airport,Main airport connecting Port-aux-Français to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
561,Port-aux-Français,bus,Port-aux-Français Central Bus Terminal,Intercity bus terminal with connections across French Southern and Antarctic Lands,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
562,Libreville,plane,Libreville International Airport,Main airport connecting Libreville to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
563,Libreville,bus,Libreville Central Bus Terminal,Intercity bus terminal with connections across Gabon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
564,Gamba,plane,Gamba International Airport,Main airport connecting Gamba to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
565,Gamba,bus,Gamba Central Bus Terminal,Intercity bus terminal with connections across Gabon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
566,Mamagnia,plane,Mamagnia International Airport,Main airport connecting Mamagnia to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
567,Mamagnia,bus,Mamagnia Central Bus Terminal,Intercity bus terminal with connections across Gabon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
568,Moanda,plane,Moanda International Airport,Main airport connecting Moanda to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
569,Moanda,bus,Moanda Central Bus Terminal,Intercity bus terminal with connections across Gabon,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
570,Banjul,plane,Banjul International Airport,Main airport connecting Banjul to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
571,Banjul,bus,Banjul Central Bus Terminal,Intercity bus terminal with connections across Gambia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
572,Central River,plane,Central River International Airport,Main airport connecting Central River to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
573,Central River,bus,Central River Central Bus Terminal,Intercity bus terminal with connections across Gambia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
574,Lower River,plane,Lower River International Airport,Main airport connecting Lower River to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
575,Lower River,bus,Lower River Central Bus Terminal,Intercity bus terminal with connections across Gambia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
576,North Bank,plane,North Bank International Airport,Main airport connecting North Bank to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
577,North Bank,bus,North Bank Central Bus Terminal,Intercity bus terminal with connections across Gambia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
578,Tbilisi,plane,Tbilisi International Airport,Main airport connecting Tbilisi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
579,Tbilisi,bus,Tbilisi Central Bus Terminal,Intercity bus terminal with connections across Georgia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
580,Gogolesubani,plane,Gogolesubani International Airport,Main airport connecting Gogolesubani to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
581,Gogolesubani,bus,Gogolesubani Central Bus Terminal,Intercity bus terminal with connections across Georgia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
582,Kutaisi,plane,Kutaisi International Airport,Main airport connecting Kutaisi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
583,Kutaisi,bus,Kutaisi Central Bus Terminal,Intercity bus terminal with connections across Georgia,https://www.flixbus.com,Local city bus or taxi service available outside the terminal.,
584,Lentekhi,plane,Lentekhi International Airport,Main airport connecting Lentekhi to international destinations,https://www.skyscanner.com,Take the official airport express bus or taxi directly to city center.,
